supplier_Name,Contact_person,Address,Phone,Website,E-mail,supplier_Category,State
 Midcap BearingCorp , Jim Trott ,"3109 Houston Hwy, Victoria, TX, 77901",512-576-0015,None,info@petropages.com,Materials Handling,Texas
 Midwesco FilterResources Inc. , Linda Crumpacker ,"385 Battaile Drive, Winchester, VA, 22601",540-667-8500,midwescofilter.com,crumpackerl@midwescofilter.com,Materials Handling,Virginia
" Midwest AirProducts Co., Inc. ", Jon Youngson ,"281 Highes Drive, Traverse City, Michigan, 49686",231-941-5865,midwestair.com,mapco@gtii.com,Materials Handling, 
" MidwestInternationalStandard Prod.,Inc "," Ron Pair, CEO ","105 Stover Road, P.O. Box 438, Charlevoix, MI, 49720",231-547-4000,midwestmagic.com,intermw@freeway.net,Materials Handling, 
" Mill EquipmentCo., Inc. ", John Seymour ,"124 S. Dodge Street, Burlington, WI, 53105",262-763-9101,None,skippercad@aol.com,Materials Handling,Wisconsin
" Mining Auger, Inc ", Steve Smith ,"557 Stinson Street, St. Paul, MN, 55117",651-489-8551,jackhammers.com,jackhammers@jackhammers.com,Materials Handling,Minnesota
 MitchellIndustries , Mark Mitchell ,"162 S. Lynchburg Road, Baytown, TX, 77520",281-424-9544,None,Mitchind99@aol.com,Materials Handling,Texas
 MODCO PneumaticConveying Sys.&Bulk Mat , Brett Malacky ,"1745 West Linden Street, Phoenix, AZ, 85007",602-253-0483,modco.com,sales@modco.com,Materials Handling, 
 Mogensen GmbH , Heinz-Peter Sauer ,"Kronskamp 126, D-22880 Wedel, Hamburg",49-4103-80420,mogensen.de,hps@www.mogensen.de,Materials Handling, 
" Monoflo, Inc. ", Neil Farrier ,"4514 Brittmoore Road, Houston, Texas, 77041",713-849-6408,mamat.com,morgan@mamat.com,Materials Handling,Texas
 MontgomeryElevator Company , Tom Bulant ,"4303 Pinemont Drive, Houston, TX, 77018",713-680-1062,None,info@petropages.com,Materials Handling,Texas
 Motion Industries , Mike Miller ,"P.O. Box 23009, New Orleans, LA, 70183",504-733-5400,None,info@petropages.com,Materials Handling,Louisiana
 MovinCool (DensoSales) , Eddie Stevenson ,"3900 Via Oro, Cabrillo, CA, 90810",310-952-7955,movincool.com,eddiestevenson@denso-diam.com,Materials Handling,California
 MULTI-SPECIALTYSERVICES , Brenda Nichols ,"313 South Loop 201 Ste. A, OUT OF BUSINESS, Baytown, TX, 77520",281-867-9367,None,mspecsv@aol.com,Materials Handling,Texas
" Munson MachineryCo., Inc ", Sales  ,"P.O. Box 855, Utica, NY, 13503-0855",315-797-0090,None,info@petropages.com,Materials Handling,Newyork
 MuntersCorporation - MCS , David Simkins ,"79 monroe Street, P.O. Box 640, Amesbury, MA, 1913",978-241-1121,muntersamerica.com,david_simkins@munters.com,Materials Handling,Massachusetts
 Myoco PipelineSupplies andService , Rick Stephens ,"12751 South Main, P.O. Box 35137, Houston, TX, 77235-5137",713-723-0110,None,info@petropages.com,Materials Handling,Texas
 Natco Group , Matt Erickson ,"2950 N. Loop W. Suite 750, Houston, TX, 77092",713-685-8038,natcogroup.com,merickson@natco-us.com,Materials Handling,Texas
 National BulkEquipment Co , Sales Dept. ,"12838 Stainless Drive, Holland, MI, 49424",616-399-2220,nbe-inc.com,sales@nbe-inc.com,Materials Handling, 
 NC Equipment Ltd. , Denis Carriere Zane Novak ,"506 - 19th Ave., Nisku, Alberta, T9E 7W1",780 955-7400,ncrent.com,denis@ncrent.com,Materials Handling, 
 NCM-ShoavaEngineers Pvt.Ltd. , NC Mujumdar ,"16/2 Manorama Ganj, Indore, M.P., 452001",0731-856093,None,ncmshoava@vsnl.com,Materials Handling, 
 NES Rentals , Mike Disser ,"540 Lake Cook Road, Suite 100, Deerfield, IL, 60015-4937",847-597-9123,nesrentals.com,request-info@nesrentals.com,Materials Handling,Illinois
 NicholsConstructionCorporation , Jamey Aucoin ,"2865 Mason St., Baton Rouge, LA, 70805",800-234-6623,turner-industries.com,jeaucoin@turner-industries.com,Materials Handling,Louisiana
 NisshinEngineering , Carl Ishito ,"1000 Corporate Grove, Buffalo Grove, IL, 60089",708-215-6860,None,info@petropages.com,Materials Handling,Illinois
 NLB Corp. , Jim Van Dam ,"29830 Beck Rd, Wixom, MI, 48393",248-624-5555,nlbcorp.com,nlbmktg@nlbusa.com,Materials Handling, 
 Nomaco Inc. , Ed Nelson ,"501 NMC Drive, Zebulon, NC, 27597",919-269-6500,None,info@petropages.com,Materials Handling,North Carolina
 Norris Enterprises , Richard Wade ,"301 Industrial Rd., Carrollton, Ohio, 44615",800-627-8205,norrisenterprises.com,rick@norrisenterprises.com,Materials Handling,Ohio
 North Star Wiper &Supply , Don Rogahn ,"600 SW Kenyon St., Seattle, WA, 98106",(877) 767-0717,None,spillcontrol@hotmail.com,Materials Handling,Washington
 Northeast Valves &Systems , Herman Ahrens ,"P.O. Box 999, Peru, NY, 12972",518-561-9522,nevalves.com,sales@nevalves.com,Materials Handling,Newyork
 Nova MagneticsLimited , Tim Sanford ,"P.O. Box 790, Dartmouth, Nova Scotia, B2Y-3Z7",902-424-8670,ns.ca,info@novamagnetics.ns.ca,Materials Handling, 
 Novatec , James Smith ,"222 E. Thomas Ave., Baltimore, MD, 21225",410-789-4811,nova-tec.com,novatec@nova-tec.com,Materials Handling, 
" Novus Systems,Inc. ", Eric Heyne ,"12621 Featherwood #380, Houston, TX, 77034",281-922-1000,novussystems.com,info@petropages.com,Materials Handling,Texas
 NRM EquipmentCompany. , David Marco ,"4771 Sweetwater Blvd. Sugar Land, TX 77479, Sugar Land, Texas, 77479",281-565-8777,nrmequipment.com,deals@nrmequipment.com,Materials Handling,Texas
 ObsidianCorporation , Jeff Johnson ,"21430 N.   2nd    Ave.     Suite  #  A - 1, Phoenix, Arizona, 85027",623-580-8067,obsidiancorpaz.com,jonsonaz@msn.com,Materials Handling, 
 OEC Fluid Handling , Glen Covington ,"P.O. Box 2807, 140 Cedar Spring Rd., Spartanburg, SC, 29304",864-573-9200,oecfh.com,gcovington@oecfh.com,Materials Handling,South Carolina
 Oilquip Inc , Greg Leblanc ,"P O Drawer 3228, Lake Charles, LA, 70602",318-433-3601,None,info@petropages.com,Materials Handling,Louisiana
 Omni Services , John Coe ,"5630 South Wayside, Houston, TX, 77061",713-641-4877,None,info@petropages.com,Materials Handling,Texas
 Oregon StateUniversity , Daniel Moreno ,"Department of crop and soil science, 3017 ALS, Corvallis, Oregon, 97333",541-737-5719,None,daniel.moreno@orst.edu,Materials Handling,Oregon
 ORTO ALRESA , PENELOPE ALVAREZ ,"MISERICORDIA, 23, AJALVIR (MADRID), SPAIN, 28864",34918844016,ortoalresa.com,comericial@ortoalresa.com,Materials Handling,Indiana
 P & S MACHINE TOOL& DIE INC. , PAUL PIOTROWSKI ,"1050 STATE STREET, P.O. BOX 2809, PERTH AMBOY, NJ, 8862",732-826-8791,None,PAWELJKMACHINE@CS.COM,Materials Handling,New Jersy
 Palamatic , Tim Carney ,"P.O. Box 2020, West Chester, PA, 19380",215-524-9382,None,info@petropages.com,Materials Handling,Pennsylvania
 PattersonIndustries(Canada) Limited , M.C. Lindsey ,"250 Danforth Road, Scarborough, Ontario, M1L 3X4",416-694-3381,pattersonindustries.com,process@pattersonindustries.com,Materials Handling, 
" PEBCO, Inc ", W. Edward Barker ,"225 N. 4th Street, Paducah, KY, 42001",270-442-1996,pebco.com,sales@pebco.com,Materials Handling,Kentucky
" Pego Systems, Inc. ", Michael Caruana ,"P.O. Box 90038, Long Beach, CA, 90809",562-426-1321,pego.com,mvc@pego.com,Materials Handling,California
" Penn UnitedTechnology, Inc. ", Jeff Scales ,"799 North Pike Rd., Cabot, PA, 16023",800-822-8380,pennunited.com,carbide@pennunited.com,Materials Handling,Pennsylvania
 PEPSCO INC. , Chad Cykoski ,"P.O. Box 680104, Houston, TX, 77268-0104",281-444-0971,pepsco.com,chad.cykoski@pepsco.com,Materials Handling,Texas
 PerkinElmerInstruments , Tonya Chauvin ,"801 South Illinois Avenue, Oak Ridge, TN, 37831-0895",865-483-2274,berthold-us.com,tonya_chauvin@perkinelmer.com,Materials Handling,Tennessee
 Perry MachineryCorp. Corp.dbaPerry-Vid , Ken Miller ,"25 Mt. Laurel Road, Hainesport, NJ, 8036",609-267-1600,None,kmiller@perryvidex.com,Materials Handling,New Jersy
 Pet Plasticos , Antonio Garcia Simo ,"Gral. hornos 2554, Martinez, Buenos Aires, C1640CKD",5411-4793-1930,com.ar,agsimo@sinectis.com.ar,Materials Handling, 
 Petro-ChemEquipment Company , Kevin Turner ,"P.O. Box 358, Baton Rouge, LA, 70821",225-292-8400,petrochemequipment.com,info@petropages.com,Materials Handling,Louisiana
 PetroleumSpecialty ProductsInc. , Kirby L Johnson ,"P.O. Box 25374, Houston, TX, 77265",713-988-9539,None,info@petropages.com,Materials Handling,Texas
" PFT/AlexanderService,Inc. ", John Keefner ,"3250 Grant Street, Signal Hill, CA, 90804",800-696-1331,ptfalexander.com,PFTsales@aol.com,Materials Handling,California
 PITTSBURGHINDUSTRIAL SUPPLYINC. , George Navarro ,"8211 N.W. 64 Street Bay  No. 7, MIAMI, FL., 33166",305-597-9002,pittsburgh-industrial.com,pittk@aol.com,Materials Handling, 
" Plast-O-MaticValves, Inc. ", Rick Bolger ,"1384 Pompton Avenue, Cedar Grove, NJ, 07009-1095",973-256-3000,plastomatic.com,info@plastomatic.com,Materials Handling,New Jersy
 PME BabbittBearings , Mike Yenke ,"518 W. Crecentville Rd., Cincinnati, OH, 30168",800-848-7994,cfmtescopme.com,mdy@cfmtescopme.com,Materials Handling,Ohio
 PneumafilCorporation , Lynda Smith ,"PO Box 16348, Charlotte, NC, 28297",704-394-8341,None,info@petropages.com,Materials Handling,North Carolina
" Pneumatic DustControl, Inc. ", William (Bill) Howell ,"57210 S. Hardin Rd., Slidell, LA., 70461",985-643-1369,dust-control.com,wahowell@bellsouth.net,Materials Handling, 
" PNEUVAC,Inc. ", Andrew Pizans ,"29 Progress Drive, Orillia, Ontario, L3V6H1",705-325-8272,pneuvac.com,pneuvac@pneuvc.com,Materials Handling, 
 Pohl Corporation , Gary Katz ,"RD #2 Leesport Avenue, Reading, PA, 19605",610-926-5400,pohlcorp.com,grutgers@pohlcorp.com,Materials Handling,Pennsylvania
" Posi-Flate, Inc ", Carol Steele ,"1125 Willow Lake Blvd, St. Paul, MN, 55110",651-484-5800,posiflate.com,info@poaiflate.com,Materials Handling,Minnesota
 Power ProductsSales and ServiceInc. , Victor Scena ,"20 Homeward Lane, Walpole, MA, 2081",508-668-2596,powerprod.com,rod@msn.com,Materials Handling,Massachusetts
 Power Tool ServiceCo Inc , J.R.  ,"3718 Polk Street, Houston, TX, 77003",713-228-0172,powertoolservice.com,jonest@houston.rr.com,Materials Handling,Texas
 PowermasterEngineers Pvt.Ltd. , Dinesh Advani ,"229 Pragati Industrial Estate,, 316 NM Joshi Road, Bombay, MAH, 400 011",-2999946,tubeexpander.com,powermaster@tubeexpander.com,Materials Handling, 
" PowermasterMidwest, Ltd. ", Dennis Banks ,"P.O. Box 927, Glen Carbon, IL, 62034",888-616-1146,powermastermidwest.com,pmstrmid@yahoo.com,Materials Handling,Illinois
" Prime-Air Blowers,Inc. ", Alexander Trenta ,"P.O. 454, Sutton, MA, 01590-3707",508-755-5577,prime-airblowers.com,primeblower@aol.com,Materials Handling,Massachusetts
 Priority ProjectsLtd. , Brian Hougestol ,"1603 - 8 Street, Nisku, Alberta, T9E 7S7",780-955-3320,priorityprojects.com,info@petropages.com,Materials Handling, 
" PROCESS &POWER/Texas, Inc. ", Craig Burchsted ,"P.O. Box 2027, Friendswood, TX, 77549-2027",281-996-5869,p-p-tx.com,craigb@p-p-tx.com,Materials Handling,Texas
 ProcessEnvironments , Sales  ,"406 Newport Blvd., League City, TX, 77573",281-316-2500,processenvironments.com,peimail@processenvironments.com,Materials Handling,Texas
 Process EquipmentCompany , Chris Woodbury ,"8141 E. Kaiser Blvd. Ste. 205, Anaheim, CA, 92808",714-685-9750,processequipmentco.com,info@processequipmentco.com,Materials Handling,California
 Process EquipmentIncorporated , Michael Taylor ,"4900 Wallace Neel Road, Charlotte, NC, 28219",704-398-2222,None,info@petropages.com,Materials Handling,North Carolina
" ProcessInnovations, Inc. ", Edward Bragg ,"35 Gaylord Street, Auburn, New York, 13021",315-252-7037,piiny.com,sales@piiny.com,Materials Handling, 
 ProtectosealCompany , Arnie Fox ,"225 West Foster Drive, Bensenville, IL, 60106",800-323-2268,protectoseal.com,arnief@protectoseal.com,Materials Handling,Illinois
 Pruthvi Procon , Vishvaraj Naik ,"Ravi Uday Society , A-1/4,, Thane, Maharashtra, 400 601",-5363342,vsnl.com,pruthviprocon@vsnl.com,Materials Handling, 
" Pulsonics,Incorporated ", Mary E. D'Amato ,"P.O. Box 578, 148 Corlandt St., Belleville, NJ, 7109",201-759-4025,None,info@petropages.com,Materials Handling,New Jersy
 Qualfab Ltd. , Jon Bull ,"Granada Trading Estate, Park Stree, West Midlands,, U.K., B69 4JY",+44(0)121-5411901,co.uk,johnbull@qualfab.co.uk,Materials Handling, 
" QuestTechnologies, Inc. ", Jacqueline Winter ,"P.O. Box 2177, 4425 F.M. 2351, Friendswood, TX, 77546-2177",281-992-3222,questeam.com,quest@questeam.com,Materials Handling,Texas
 R. Martin &Associates , Albert Martin ,"10 Windsor Court, Lufkin, TX, 75901",936-637-4890,None,brickman@qzip.net,Materials Handling,Texas
" R.V. GildersleeveCo., Inc. ", Lynn Gildersleeve ,"P.O. Box 66203, Baton Rouge, LA, 708966",225-923-0710,None,rvgco@intersurf.com,Materials Handling,Louisiana
 RameshwarEngineering Works , Mr. U.S. Sharma ,"81, Bangur Avenue, A-Block, Ground Floor, Calcutta, West Bengal, 700055",574-7351,rameshwar.com,rameshwar@vsnl.com,Materials Handling, 
 RAPID CONTROLSPVT. LTD. , NARINDER RIYAT ,"B-47 ,PHASE -1 , MAYA PURI  INDUSTRIAL AREA, NEW DELHI, New Delhi, 110064",5131185,None,RAPID@DEL3.VSNL.NET.IN,Materials Handling, 
 Reef Industries , Chris Attaway ,"9209 Almeda Genoa Rd., Houston, TX, 77075",713-507-4200,reefindustries.com,ri@reefindustries.com,Materials Handling,Texas
 Reimelt , Don Williams ,"13330 Byrd Drive, Odessa, FL, 33556",813-920-7434,None,info@petropages.com,Materials Handling,Florida
 Rental ServiceCorp. , Jay Queen ,"317 Hwy 146 South, Baytown, TX, 77520",281-428-1688,None,info@petropages.com,Materials Handling,Texas
 Rice Lake WeighingSystems , Cal Schumacher ,"230 W. Coleman Street, Rice Lake, WI, 54868",715-234-9171,rlws.com,prodinfo@rlws.com,Materials Handling,Wisconsin
" Richard L Jones,Inc. ", Dick Jones ,"12919 S.W.Freeway Ste. 140, Houston, TX, 77477",281-240-4500,rljonesinc.com,sales@rljonesinc.com,Materials Handling,Texas
" Richards Group,The ", Sales Department ,"4301 Dorchester Rd., Charleston, SC, 29405",800-728-4021,richardsgroup.com,Salesdep@richardsgroup.com,Materials Handling,South Carolina
 Roberts & SchaeferCompany , Robert L. Williams Jr. ,"120 South Riverside Plaza,Suite 400, Chicago, IL, 60606",312-236-7292,None,bobw@eni.com,Materials Handling,Illinois
 Roller Ketten Pvt.Ltd , Sharad Amin ,"444, GIDC, Vithal Udyognagar, Gujarat, 388121",0091-2692-36656,None,rk.bapu@gnahd.global.net.in,Materials Handling, 
 Romar Pipe & RailCompany , Mike Margerum ,"P.O. Box 96142, Houston, TX, 77015",713-455-1381,None,romarpr@gte.net,Materials Handling,Texas
 Ronan EngineeringCo , Terry Reilly ,"8050 Production, Florence, KY, 4104",606-342-8500,None,info@petropages.com,Materials Handling,Kentucky
 Ross Equipment , Jerry Ross ,"70 Bertrand Ave, Toronto, Ontario, M1K 2S6",416-285-1980,skybusiness.com,sable@globalcon.com,Materials Handling, 
 Rotex Inc , Sales  ,"1230 Knowlton St, Cincinnati, OH, 45223-1845",800-453-2321,None,info@petropages.com,Materials Handling,Ohio
 Rotolok Valves Inc , Sales  ,"2711 Gray Fox Road, Monroe, NC, 28110",704-282-4444,None,info@petropages.com,Materials Handling,North Carolina
 Royal MechanicalInsulation Co. , Duane Royal ,"3839 Rt 13, Pulaski, NY, 13142",(315) 695-6304,bizland.com,royalmechins@yahoo.com,Materials Handling,Newyork
 Russell Finex Ltd , Marc Brunner ,"10709 A Granite St, Charlotte, NC, 28273",704-588-9808,None,rf101@aol.com,Materials Handling,North Carolina
" S & D WorldwideEnterprises, Inc. ", Nathan Leonard ,"10605 Grant Road Ste. 206, Houston, Texas, 77070",281-897-8263,sdworldwide.com,sales@sdworldwide.com,Materials Handling,Texas
 S W Scale Co Inc , Tim Besanceney ,"4832 Washington Blvd, Beaumont, TX, 77707",409-842-5386,None,info@petropages.com,Materials Handling,Texas
 Safe Harbor AccessSystems , Hal Cartee ,"207 N. Koppers Rd., Florence, SC, 29503",888-257-5955,safe-harbor.com,sales@safe-harbor.com,Materials Handling,South Carolina
 Salina VortexCorporation , Kevin Peterson ,"3024 Arnold Avenue, Salina, KS, 67401-8105",785-825-7177,salinavortex.com,vortex@salinavortex.com,Materials Handling,Kansas
 Sana Inc. , Rossie O'Brien ,"4772 Reasearch Drive, San Antonio, TX, 78240",210-696-3655,sana-int.com,myr@sana-int.com,Materials Handling,Texas
 Santoni ElectricCo. Pvt. Ltd. , A.K. Bhatia ,"B-276, C.R. Park, New Delhi, 110019",-6411371,w3.to,santoni@poboxes.com,Materials Handling, 
 Sanwei Company , Janson Li ,"73 Dan Tu Road, ZhenJiang, JiangSu, 212003",0086-511-4432452,sanweijs.com,sales@sanweijs.com,Materials Handling, 
" Sauk ValleySystems, Inc. ", Michael Murphy ,"One Belt Way, Rock Falls, IL, 61071",815-625-5573,beltwayscales.com,sales@beltwayscales.com,Materials Handling,Illinois
 Schaefer SystemsInternational , Ella Kraft ,"P.O. Box 7009, Charlotte, NC, 28241",704-944-4500,schaefer-us.com,info@petropages.com,Materials Handling,North Carolina
 Schuf ,  Sales ,"2830 Needham Drive, Baton Rouge, LA, 70814",504-927-0661,None,info@petropages.com,Materials Handling,Louisiana
 Schutz ContainerSystems , Brett W. White ,"200 Aspen Hill Road, North Branch, NJ, 08876-5950",908-963-6946,schuetz.net,brett.white@schuetz.net,Materials Handling,New Jersy
 Scientific , ,"Slslp, IL",708 597 7090,None,info@petropages.com,Materials Handling, 
 Scott Equipment Co , Rich Lucas ,"605 Fourth Ave NW, New Prague, MN, 56071",612-758-2591, Scott Equipment.com,info@petropages.com,Materials Handling,Minnesota
 Screw ConveyorCorporation , Dwight Snow ,"700 Hoffman St, Hammond, IN, 46327",219-931-1450,None,info@petropages.com,Materials Handling,Indiana
" SeePex, Inc. div.of Edwards Mfg. ", Mike Dillon ,"511 Speedway Drive, Enon, OH, 45323",937-864-7157,seepex.com,seepex@ix.netcom.com,Materials Handling,Ohio
" SENTRAN, LLC ", Ken Kramer ,"4355 Lowell Street, Ontario, CA, 91761-2225",888-545-8988,sentranllc.com,mail@sentranllc.com,Materials Handling,California
 ServiceRefrigerationCompany , Frank Coveney ,"1208 First Street, Humble, TX, 77338",281.446.4355,comfortsystemsusa.com,fcoveney@comfortsystemusa.com,Materials Handling,Texas
 SHAH & CO...Since1931 , Vishal Shah ,"161, R.R. Mohan Roy Road, Girgaum, P.B. 3635, Bombay, MS, 400 004",-3864577,sealingmachines.com,shaco@vsnl.com,Materials Handling,Mississippi
 Shamrock StorageEquipment , Michael Lacey ,"P.O. Box 30507, Houston, TX, 77249",713-695-9699,shamrockstorage.com,mlacey@ibm.net,Materials Handling,Texas
 SHANTHIINTERNATINAL , KIRIT MASURIA ,"19/20, CENTRE POINT, INDIRA GANDHI ROAD,, JAMANGAR, GUJARAT, 361008",-556064,bizland.com,servoday@satyamonline.com,Materials Handling, 
 Shick Tube-VeyorCorporation , Kerwin Brown ,"4346 Clary Blvd., Kansas City, MO, 64130",816 861 7224,None,info@petropages.com,Materials Handling, 
" Shipyard Supply,Inc. ", Jeff Wickersham ,"225 North Meadow Street, Metairie, LA, 70003",504-737-6200,shipyardsupplyinc.com,jpwick@bellsouth.net,Materials Handling,Louisiana
 ShriraamIndustries , Sales Department ,"13 - 14, 4th St. R.E.Nagar (West), Pouru, Chennai,, 116",-4828552,sangithaindia.com,shriraam@snagithaindia.com,Materials Handling, 
" Siemens IndustrialTurbomachinery,Inc. ", Sales ,"10730 Telge Road Houston, TX",281.856.4400,siemens.com,support.energy@siemens.com,Materials Handling, 
 Sigma EngineeringCorporation , Edward Durico ,"39 Westmoreland Avenue, White Plains, NY, 10606",914-682-1820,None,info@petropages.com,Materials Handling,Newyork
 Signet IndustrialRepairs (1985)Ltd. , Mike Anka ,"32963 Rosetta Ave., Mission, B.C., V2V 6X8",604-880-6004,signetelectric.com,Signet@uniserve.com,Materials Handling, 
 Sly Inc. , Bill Kurz ,"8300 Dow Circle, Strongsville, OH, 44136",440-891-3200,slyinc.com,info@petropages.com,Materials Handling,Ohio
 Smoot Co , Kathryn Zack ,"P.O. Box 3337, Kansas City, KS, 66103",800-748-7000,None,info@petropages.com,Materials Handling,Kansas
 Snell Enviromental , Angela Snell ,"3923 Pansy Street, Pasadena, Texas, 77505",832-309-5158,None,supplies@usaenviro.com,Materials Handling,Texas
 SOCLEMA , Claude Bohn ,"94B Av. du 8 mai 1945, 13240 Septemes les Vallons, France, 13240",-6552123,soclema.com,sweep@soclema.com,Materials Handling, 
 Solid Crate , Heather Garcia ,"409 East Pasadena Fwy, Pasadena, TX, 77506-1410",713-475-9926,None,solidcrate@yahoo.com,Materials Handling,Texas
 Solids ControlServices Limited , Marlene Mitchell ,"Unit 4 International Base, Greenwell Road,, East Tullos, Aberdeen, Aberdeen, AB12 3AX",-250400,solidscontrolservices.com,info@solidscontrolservices.com,Materials Handling, 
 Sonic Corp. , Kurt Limbacher ,"1 Research Drive, Stratford, CT, 6615",203-375-0063,SonicMixing.com,Kurt.Limbacher@SonicMixing.com,Materials Handling,Connecticut
 Southern EquipmentLLC , Daniel Rodriguez ,"2121 San Francisco, San Antonio, Texas, 78201",210-737-1501,None,drodriguez47@satx.rr.com,Materials Handling,Texas
 Southern Solids , Britt Terrell ,"PO Box 10010, Houston, TX, 77206",713-460-0777,None,info@petropages.com,Materials Handling,Texas
 Sparkling ClearIndustries , Dave Johnson ,"3502 East T C Jester, Houston, TX, 77018",713-956-8900,sparklingclear.com,sales@sparklingclear.com,Materials Handling,Texas
" SpartanburgStainlessProducts, Inc. ", Julie Spitzer ,"121 Broadcast Drive, P.O. Box 3488, Spartanburg, SC, 29304",864-699-3258,spartanburgstainless.com,juliespartanburgstainless.com,Materials Handling,South Carolina
 SpecialtyEquipment , Corey Seiver ,"Fillers, Conveyors, Robots, 1221 Adkins, Houston, TX, 77055",713-467-1818,specialtyequipment.com,corey@specialtyequipment.com,Materials Handling,Texas
 SPECIALTY RUBBER &GASKET CO , T.C. GILLIAM ,"112 WEST FIRST ST, DEER PARK, TX, 77536",281-479-2844,None,info@petropages.com,Materials Handling,Texas
" SPECS, Inc ", Jay Troell ,"7151 Office City Drive, Suite 127, Houston, TX, 77087",713-645-1600,None,specs@net1.net,Materials Handling,Texas
 Spectrum SystemsLLC , Bill Clark ,"P.O.Box 8439, Greenville, SC, 29604",864-277-2455,spectrumtek.com,spectrumtek@mindspring.com,Materials Handling,South Carolina
" Spencer TurbineCompany, The ", Janis Cayne ,"600 Day Hill Road, Windsor, CT, 6095",800-232-4321,spencerturbine.com,marketing@spencer-air.com,Materials Handling,Connecticut
 SPILLTECH , SUSAN SAYLOR ,"385 CURIE DRIVE, ALPHARETTA, DR, 30005",800-228-3877,spilltech.com,sueg@spilltech.com,Materials Handling, 
 Spray ProcessesLtd , Chris Doyle ,"86 Bunyan Road, Kempston, Bedfordshire, MK42 8EX",0044-1234-405007,spraypro.com,sales@spraypro.com,Materials Handling, 
 SpringfieldSpecial Products , Lori Latimer ,"2045 North National Ave, Springfield, MO, 65803",417-864-8461,None,info@petropages.com,Materials Handling, 
 SSP Ltd. , Sales Department ,"19,DLF Industrial Area, Phase-II, 13/4 Mathura Road, Faridabad, Haryana, 121 003",-5275479,sspindia.com,sspindia@vsnl.com,Materials Handling, 
 St. Louis BlowPipe , Danny Federhofer ,"A Division of The Young Group, Ltd., 1948 North Ninth Street, St. Louis, MO, 63102",314-241-7316,theyounggroup.net,dfederhofer@theyounggroup.net,Materials Handling, 
" Sterling Sales &Service, Inc. ", James Bryson ,"3212 Kivett Dr., High Point, NC, 27260",910-454-3373,None,info@petropages.com,Materials Handling,North Carolina
" Stord, Inc ", Sales  ,"309 Regional Road South, Greensboro, NC, 27409",919-668-7727,None,info@petropages.com,Materials Handling,North Carolina
 Straus Systems Inc , Jerry Gaffney ,"P O Box 1189, Stafford, TX, 77497-1189",281-498-1689,None,info@petropages.com,Materials Handling,Texas
" Sulzer ChemtechUSA, Inc. ", Patricia Bareis ,"4106 New West Dr., Pasadena, TX, 77507",281-604-4100,sulzerchemtech.com,ctus.tas@sulzer.com,Materials Handling,Texas
 Sulzer USAInc(SulzerChemtech Div) , Sergio Costa ,"2901 Wilcrest, Ste 450, Houston, TX, 77042",713-780-4200,None,info@petropages.com,Materials Handling,Texas
 Sum CanadaEnterprises Ltd. , Janusz Komorowski ,"#21, 7003 30th Street SE, Calgary, AB, T2C 1N6",403-279-9853,calgaryweb.com,sum.canada@home.com,Materials Handling, 
" SummitEnviromental Services, Inc. ", ,"2125 Glenview Drive, Evansville, IN, 47720",812-421-1744,EDCCentral.com,scotthc@edccentral.com,Materials Handling,Indiana
 Sunair Corp. , Ralph Levin ,"2475 Wyandotte Rd., Willow Grove, PA, 19090",215-657-9800,sunair.com,sunairco@sunair.com,Materials Handling,Pennsylvania
 Sunjut Corp. , Adam Ruckh ,"111 E. Jefferson Ave., Naperville, IL, 60540",630-637-6000,sunjut.com,adam@sunjut.com,Materials Handling,Illinois
" Superior ContainerSystems, LLC "," Gerald F. Oestreich, Jr. ","8525 Edinbrook Crossing, Suite 107-C, Minneapolis, MN, 55443",612-315-0771,superiorcontainer.com,supcont@skypoint.com,Materials Handling,Minnesota
" SUPLIDORESPETROLEROS, O.S,C.A. "," OMEL , J. SALAZAR ","AVENIDA ECUADOR CON CALLE GIRARADOT, EDIFICIO MARTINS, PISO, 1,OFICINA 2, PUNTO FIJO ,, FALCON, VENEZUE, 4128",069-47-31-96,None,supeosca@cantv.net,Materials Handling, 
 Svedala , Marie DeHoff ,"P.O. Box 15312, York, PA, 17405-7312",717-843-8671,None,info@petropages.com,Materials Handling,Pennsylvania
" Swaco, Division ofM-I DrillingFluids ", Sonny Espey ,"P.O. Box 42842, Houston, TX, 77242",713-308-9498,midf.com,info@petropages.com,Materials Handling,Texas
" Swanstrom Systems,Inc. ", Gene More ,"5635 Northwest Central Dr,Suite 103, Houston, TX, 77092",713-856-6998,swanstrom.com,gene@swanstrom.com,Materials Handling,Texas
 Sweco Inc , Jeff Dierig ,"7120 New Buffington Rd., Florence, KY, 41042",606-283-8400,None,info@petropages.com,Materials Handling,Kentucky
 Systems ServiceCorporation , John Richardson ,"PO Box 19329, Charlotte, NC, 28219-9329",704-357-6166,None,info@petropages.com,Materials Handling,North Carolina
 TapcoEnproInternational , Lee Treichel ,"16315 Market Street, Channelview, TX, 77530",281- 247-8100,tapcoenpro.com,ltreichel@curtisswright.com,Materials Handling,Texas
" Taylor ProductsCo., Inc ", Tim Taylor ,"1492 22000 Road, Parsons, KS, 67357-8460",316-421-5550,None,info@petropages.com,Materials Handling,Kansas
" TCPI, Inc. - Dr.Diesel ", Michael Ehsani ,"P.O. Box 940022, Houston, TX, 77077",281-398-7897,drdiesel.com,info@drdiesel.com,Materials Handling,Texas
